oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,49,49,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,49,49,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,49,49,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,49,49,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,115,115,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,5,5,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,50,50,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,50,50,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,50,50,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,51,51,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,51,51,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,51,51,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,51,51,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,51а,51,,,а,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,52,52,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,52,52,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,53,53,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,53,53,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,53,53,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,53,53,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,53а,53,,,а,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,54,54,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,54,54,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,55,55,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,55,55,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,55,55,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,55,55,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,56,56,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,56,56,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,56/26,56,26,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,57,57,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,57,57,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,57,57,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,57,57,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,57а,57,,,а,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,58,58,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,58,58,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,59,59,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,59,59,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,59,59,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,59,59,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,59а,59,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,5в,5,,,в,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Піщана набережна,,6,6,,,,,,,,
