oblast,raion,city,district,street_new,street_old,house_raw,house_num,house_slash,house_dash,house_letter,postcode,oblast_code,raion_code,city_code,district_code
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,11,11,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,11,11,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,11,11,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,110,110,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,111,111,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,112,112,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,113,113,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,114,114,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,119,119,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,120,120,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,120а,120,,,а,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,121,121,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,122,122,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,124,124,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,125,125,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,127,127,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,128,128,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,13,13,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,13,13,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,130,130,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,132,132,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,132а,132,,,а,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,133,133,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,133,133,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,133а,133,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,133б,133,,,б,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,135,135,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,135,135,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,135а,135,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,136,136,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,137,137,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,137,137,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,138,138,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,139,139,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,14,14,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,140,140,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,141,141,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,142,142,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,143,143,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,144,144,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,145,145,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,146,146,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,147,147,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,148,148,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,149,149,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,14а,14,,,а,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,15,15,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,151,151,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,153,153,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,15а,15,,,а,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,16,16,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,16,16,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,17,17,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,17,17,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,17,17,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,17а,17,,,а,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,18а,18,,,а,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,19,19,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,19,19,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,19/20,19,20,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,1а,1,,,а,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,2,2,,,,,,,,
,,Харків,Шевченківський район,Семена Кузнеця провулок,,2,2,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,20а,20,,,а,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,21,21,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,21,21,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,23,23,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,23,23,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,23,23,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,237,237,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,25,25,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,25,25,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,25а,25,,,а,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,25а,25,,,а,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,26,26,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,26,26,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,26,26,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,27,27,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,27,27,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,27а,27,,,а,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,28,28,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,28,28,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,28а,28,,,а,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,29,29,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,29,29,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,29,29,,,,,,,,
,,Харків,Шевченківський район,Рудаківська вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Семена Кузнеця провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,30,30,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,309,309,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,30а,30,,,а,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,31,31,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,32,32,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,33а,33,,,а,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,34,34,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,35,35,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,36,36,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,36,36,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,36а,36,,,а,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,37,37,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,39,39,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,39,39,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,4,4,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Семена Кузнеця провулок,,4,4,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,40,40,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,41,41,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,41,41,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,42,42,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,43,43,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,43,43,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,44,44,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,45,45,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,45,45,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,46,46,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,47,47,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,48,48,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,48а,48,,,а,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,49,49,,,,,,,,
,,Харків,Шевченківський район,Семена Кузнеця провулок,,4а,4,,,а,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Семена Кузнеця провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,5,5,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,5,5,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,50,50,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,52,52,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,54,54,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,56,56,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,6,6,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,6,6,,,,,,,,
,,Харків,Шевченківський район,Срібна вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,Авіахімічний провулок,,7,7,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,7,7,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,7,7,,,,,,,,
,,Харків,Шевченківський район,Аграрна вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Авіахімічна вулиця,,8,8,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,87,87,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,89,89,,,,,,,,
,,Харків,Шевченківський район,вулиця В'ячеслава Чорновола,Павла Лебедєва вулиця,9,9,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,9,9,,,,,,,,
,,Харків,Шевченківський район,Новомирна вулиця,,9,9,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,91,91,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,93,93,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,95,95,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,97,97,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,98,98,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,99,99,,,,,,,,
,,Харків,Шевченківський район,вулиця Семена Кузнеця,Ревкомівська вулиця,9а,9,,,а,,,,,
,,Харків,Шевченківський район,Шатилівська вулиця,Леніна вулиця,19,19,,,,,,,,
,,Харків,Шевченківський район,Саржинська вулиця,,2,2,,,,,,,,
,,Харків,Шевченківський район,вулиця Євгенія Єніна,вулиця Бакуліна,33,33,,,,,,,,
,,Харків,Шевченківський район,Авіаційна вулиця,,39-А,39,,А,,,,,,
,,Харків,Шевченківський район,Дмитра Антоненка вулиця,,51,51,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,1,1,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,1/12,1,12,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,10,10,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,10,10,,,,,,,,
,,Харків,Шевченківський район,Піщана набережна,,10,10,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,11,11,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Піщана набережна,,12,12,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Херсонська вулиця,,12,12,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,13,13,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,13,13,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,14,14,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,14,14,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,15,15,,,,,,,,
,,Харків,Шевченківський район,Самарська вулиця,,15,15,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,15,15,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,15,15,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,15а,15,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,15а,15,,,а,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,16,16,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,16,16,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,16,16,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,161,161,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,163,163,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,163а,163,,,а,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,165,165,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,167,167,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,169,169,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,169а,169,,,а,,,,,
,,Харків,Шевченківський район,Самарська вулиця,,17,17,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,17,17,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,17,17,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,17,17,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,17,17,,,,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,17а,17,,,а,,,,,
,,Харків,Шевченківський район,Річковий провулок,,18,18,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,18,18,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,18,18,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,19,19,,,,,,,,
,,Харків,Шевченківський район,Самарська вулиця,,19,19,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,19,19,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,19/26,19,26,,,,,,,
,,Харків,Шевченківський район,Піщана набережна,,2,2,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,20,20,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,20,20,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,20,20,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,20,20,,,,,,,,
,,Харків,Шевченківський район,Річковий провулок,,21,21,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,21,21,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,22,22,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,22,22,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,22,22,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,23,23,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,24,24,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,24,24,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,24,24,,,,,,,,
,,Харків,Шевченківський район,Лопанська вулиця,,24/30,24,30,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,25,25,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,26,26,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,26,26,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,27,27,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,27,27,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,29,29,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,27,27,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,27а,27,,,а,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,27а,27,,,а,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,28,28,,,,,,,,
,,Харків,Шевченківський район,Лопанська вулиця,,28/16,28,16,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,29,29,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,29,29,,,,,,,,
,,Харків,Шевченківський район,Клочківська вулиця,,109б,109,,,б,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,2б,2,,,б,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,2г,2,,,г,,,,,
,,Харків,Шевченківський район,Дергачівська вулиця,,3,3,,,,,,,,
,,Харків,Шевченківський район,Досвідний провулок,,3,3,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,3,3,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,30,30,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,31,31,,,,,,,,
,,Харків,Шевченківський район,Лопанська вулиця,,31,31,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,32,32,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,32а,32,,,а,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,33,33,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,33,33,,,,,,,,
,,Харків,Шевченківський район,Лопанська вулиця,,3336,3336,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Лопанська вулиця,,34,34,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,35,35,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,35,35,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,36,36,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,36,36,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,36а,36,,,а,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,37,37,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,37,37,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,38,38,,,,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,38,38,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,38,38,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,39,39,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,39,39,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,39,39,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,39а,39,,,а,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,3а,3,,,а,,,,,
,,Харків,Шевченківський район,Павлівська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,Піщана набережна,,4,4,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,4,4,,,,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,4,4,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,40,40,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,40,40,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,41,41,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,41,41,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,41,41,,,,,,,,
,,Харків,Шевченківський район,Мирна вулиця,,42,42,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,42,42,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,43,43,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,44,44,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,44,44,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,44,44,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,44а,44,,,а,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,44б,44,,,б,,,,,
,,Харків,Шевченківський район,вулиця Юрія Пояркова,Бородинівська вулиця,45,45,,,,,,,,
,,Харків,Шевченківський район,Севастопольська вулиця,,45,45,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,45,45,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,46,46,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,46,46,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,46а,46,,,а,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,47,47,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,47,47,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,47,47,,,,,,,,
,,Харків,Шевченківський район,Заліська вулиця,,48,48,,,,,,,,
,,Харків,Шевченківський район,Сухумська вулиця,,48,48,,,,,,,,
,,Харків,Шевченківський район,Софіївська вулиця,,48/20,48,20,,,,,,,
